Date,signal_window,sharpe_window,rolling_sharpe
2025-12-04,20,20,3.19716829754787
2025-12-05,20,20,3.19716829754787
2025-12-08,20,20,3.19716829754787
2025-12-09,20,20,3.19716829754787
2025-12-10,20,20,3.19716829754787
2025-12-11,20,20,3.19716829754787
2025-12-12,20,20,3.19716829754787
2025-12-15,20,20,3.19716829754787
2025-12-16,20,20,3.19716829754787
2025-12-17,20,20,3.2119797204261635
2025-12-18,20,20,2.678020768247451
2025-12-19,20,20,6.497620684990509
2025-12-22,20,20,5.14831813446797
2025-12-23,20,20,3.6418618720013094
2025-09-24,20,60,0.23349946039069294
2025-09-25,20,60,0.886011417674744
2025-09-26,20,60,0.886011417674744
2025-09-29,20,60,0.886011417674744
2025-09-30,20,60,0.886011417674744
2025-10-01,20,60,0.886011417674744
2025-10-02,20,60,0.886011417674744
2025-10-03,20,60,0.886011417674744
2025-10-06,20,60,0.886011417674744
2025-10-07,20,60,0.886011417674744
2025-10-08,20,60,0.886011417674744
2025-10-09,20,60,0.886011417674744
2025-10-10,20,60,0.871215544519269
2025-10-13,20,60,2.1181300646663437
2025-10-14,20,60,2.1181300646663437
2025-10-15,20,60,2.1181300646663437
2025-10-16,20,60,2.1181300646663437
2025-10-17,20,60,2.1181300646663437
2025-10-20,20,60,2.1181300646663437
2025-10-21,20,60,2.1181300646663437
2025-10-22,20,60,2.1181300646663437
2025-10-23,20,60,2.1181300646663437
2025-10-24,20,60,2.1181300646663437
2025-10-27,20,60,2.1079177338262665
2025-10-28,20,60,1.8230319404208661
2025-10-29,20,60,1.774370249169254
2025-10-30,20,60,2.5484671518162183
2025-10-31,20,60,2.2312589317558817
2025-11-03,20,60,2.0585679702293564
2025-11-04,20,60,2.7786240594473757
2025-11-05,20,60,2.786708226640554
2025-11-06,20,60,3.0907268105318453
2025-11-07,20,60,3.0983922711595384
2025-11-10,20,60,2.9185158075578563
2025-11-11,20,60,2.9007796851727212
2025-11-12,20,60,2.514795913059624
2025-11-13,20,60,2.3155453642649633
2025-11-14,20,60,2.3155453642649633
2025-11-17,20,60,2.3155453642649633
2025-11-18,20,60,2.307257716200856
2025-11-19,20,60,2.59785550171381
2025-11-20,20,60,1.1714387273770777
2025-11-21,20,60,1.7650183336457737
2025-11-24,20,60,2.4849498261789322
2025-11-25,20,60,2.949951242558143
2025-11-26,20,60,2.949951242558143
2025-11-28,20,60,2.949951242558143
2025-12-01,20,60,2.949951242558143
2025-12-02,20,60,2.949951242558143
2025-12-03,20,60,2.949951242558143
2025-12-04,20,60,2.949951242558143
2025-12-05,20,60,2.955935860073532
2025-12-08,20,60,2.9360866269230876
2025-12-09,20,60,3.2932098788400457
2025-12-10,20,60,3.211658024489875
2025-12-11,20,60,3.1379605054739628
2025-12-12,20,60,3.455035311607948
2025-12-15,20,60,3.597655994091142
2025-12-16,20,60,3.933353500160687
2025-12-17,20,60,3.633672276236073
2025-12-18,20,60,3.446059823987314
2025-12-19,20,60,3.188150029845203
2025-12-22,20,60,3.188150029845203
2025-12-23,20,60,3.188150029845203
2025-12-24,20,60,3.188150029845203
2025-12-26,20,60,3.188150029845203
2025-12-29,20,60,3.188150029845203
2025-12-30,20,60,3.188150029845203
2025-09-11,40,10,-5.291502622129181
2025-09-12,40,10,3.450962805513073
2025-09-15,40,10,-5.02242523899641
2025-09-16,40,10,-3.461703566551361
2025-09-17,40,10,-2.2164972111269914
2025-09-18,40,10,-5.1413179763752295
2025-09-19,40,10,-6.628625072963519
2025-09-22,40,10,-9.020787397994997
2025-09-23,40,10,-4.254406753935899
2025-09-24,40,10,-2.509618381794429
2025-09-25,40,10,-0.2990030923634773
2025-09-26,40,10,-2.6076877586705014
2025-09-29,40,10,-1.7324765257917276
2025-09-30,40,10,-3.760159363416937
2025-10-01,40,10,-5.6346123274484
2025-10-02,40,10,-4.392289729417224
2025-10-03,40,10,-3.486497770425159
2025-10-06,40,10,-3.0921981787286583
2025-10-07,40,10,-4.131000994021209
2025-10-08,40,10,-8.333264711366224
2025-10-09,40,10,-9.976387197737385
2025-10-10,40,10,2.2627143617178183
2025-10-13,40,10,2.7845141912746842
2025-10-14,40,10,3.5146919755535815
2025-10-15,40,10,4.202345322872546
2025-10-16,40,10,4.434277826254249
2025-10-17,40,10,4.431317426111965
2025-10-20,40,10,5.205692121015784
2025-10-21,40,10,4.488764212821891
2025-10-22,40,10,5.897267022855003
2025-10-23,40,10,5.2915026221291805
2025-10-27,40,10,-5.29150262206539
2025-10-28,40,10,-5.509907907960525
2025-10-29,40,10,-6.49970901494336
2025-10-30,40,10,3.524306063243534
2025-10-31,40,10,1.9220387851464273
2025-11-03,40,10,1.0978906960723218
2025-11-04,40,10,4.482875575803938
2025-11-05,40,10,3.2805518116263714
2025-11-06,40,10,5.710566419005494
2025-11-07,40,10,5.710566419005494
2025-11-10,40,10,5.740500960832407
2025-11-11,40,10,6.621910440627295
2025-11-12,40,10,6.778189725529489
2025-11-13,40,10,4.31041313124788
2025-11-14,40,10,5.558395358634341
2025-11-17,40,10,6.304042857753438
2025-11-18,40,10,3.2848176175055226
2025-11-19,40,10,5.29150262212918
2025-11-20,40,10,-5.291502622105242
2025-11-21,40,10,5.232285249679342
2025-11-24,40,10,7.725687861427084
2025-11-25,40,10,7.725687861427084
2025-11-26,40,10,7.725687861427084
2025-11-28,40,10,7.725687861427084
2025-12-01,40,10,7.725687861427084
2025-12-02,40,10,7.725687861427084
2025-12-03,40,10,7.725687861427084
2025-12-04,40,10,7.725687861427084
2025-12-05,40,10,7.7649328041858805
2025-12-08,40,10,5.29150262212918
2025-09-11,40,20,-3.641861872001304
2025-09-12,40,20,2.411870224761075
2025-09-15,40,20,-3.465721621797203
2025-09-16,40,20,-2.4192028446749454
2025-09-17,40,20,-1.559716788744013
2025-09-18,40,20,-3.5437200502451236
2025-09-19,40,20,-4.4952903694787665
2025-09-22,40,20,-5.918719779802485
2025-09-23,40,20,-2.955714232687978
2025-09-24,40,20,-1.7635831693627866
2025-09-25,40,20,-0.24120973219256348
2025-09-26,40,20,-1.7667364534835595
2025-09-29,40,20,-2.4856578389704866
2025-09-30,40,20,-3.393676267929685
2025-10-01,40,20,-4.202732409897375
2025-10-02,40,20,-4.5031481426966655
2025-10-03,40,20,-4.499053709157286
2025-10-06,40,20,-5.332462570033859
2025-10-07,40,20,-4.188229315309979
2025-10-08,40,20,-5.337565031667699
2025-10-09,40,20,-4.520396471410481
2025-10-10,40,20,0.6822294972187917
2025-10-13,40,20,1.3003817749851183
2025-10-14,40,20,1.143740179012032
2025-10-15,40,20,1.0023302776289518
2025-10-16,40,20,1.5568228713779564
2025-10-17,40,20,1.8158361457662557
2025-10-20,40,20,2.405227434130425
2025-10-21,40,20,1.7823449651315053
2025-10-22,40,20,1.4071456767148403
2025-10-23,40,20,0.8627990294878248
2025-10-24,40,20,1.5919153761052938
2025-10-27,40,20,1.9413089600295566
2025-10-28,40,20,2.091345817375846
2025-10-29,40,20,2.484300748106599
2025-10-30,40,20,3.8144631417629924
2025-10-31,40,20,3.378943448091598
2025-11-03,40,20,3.6109752031949043
2025-11-04,40,20,4.3480389682839276
2025-11-05,40,20,4.712617261194184
2025-11-06,40,20,5.408559749284674
2025-11-07,40,20,3.9133604044658625
2025-11-10,40,20,3.9133604044658625
2025-11-11,40,20,3.9133604044658625
2025-11-12,40,20,3.9133604044658625
2025-11-13,40,20,3.9133604044658625
2025-11-14,40,20,3.9133604044658625
2025-11-17,40,20,3.9133604044658625
2025-11-18,40,20,3.9133604044658625
2025-11-19,40,20,3.9133604044658625
2025-11-20,40,20,3.894119346437666
2025-11-21,40,20,5.223643302534833
2025-11-24,40,20,6.617301160690134
2025-11-25,40,20,7.112571010045013
2025-11-26,40,20,7.198185709648926
2025-11-28,40,20,5.972623734714924
2025-12-01,40,20,6.63801666173652
2025-12-02,40,20,7.019355905800353
2025-12-03,40,20,5.703375548104193
2025-12-04,40,20,6.529541085644553
2025-12-05,40,20,5.1655754118201545
2025-12-08,40,20,5.1655754118201545
2025-12-09,40,20,5.1655754118201545
2025-12-10,40,20,5.1655754118201545
2025-12-11,40,20,5.1655754118201545
2025-12-12,40,20,5.1655754118201545
2025-12-15,40,20,5.1655754118201545
2025-12-16,40,20,5.1655754118201545
2025-12-17,40,20,5.1655754118201545
2025-12-18,40,20,5.1655754118201545
2025-12-19,40,20,5.1890181062031004
2025-12-22,40,20,3.641861872001305
2025-09-24,40,60,-1.014041939670259
2025-09-25,40,60,-0.13925178733828153
2025-09-26,40,60,-1.0158402091052887
2025-09-29,40,60,-1.423508593223801
2025-09-30,40,60,-1.9301561907794234
2025-10-01,40,60,-2.3716702944685104
2025-10-02,40,60,-2.532842361359672
2025-10-03,40,60,-2.5306565080648076
2025-10-06,40,60,-2.969049610320962
2025-10-07,40,60,-2.3638495172777234
2025-10-08,40,60,-2.971691570678278
2025-10-09,40,60,-2.554717954184048
2025-10-10,40,60,0.40879559125213877
2025-10-13,40,60,0.40879559125213877
2025-10-14,40,60,0.40879559125213877
2025-10-15,40,60,0.40879559125213877
2025-10-16,40,60,0.40879559125213877
2025-10-17,40,60,0.40879559125213877
2025-10-20,40,60,0.40879559125213877
2025-10-21,40,60,0.40879559125213877
2025-10-22,40,60,0.40879559125213877
2025-10-23,40,60,0.40879559125213877
2025-10-24,40,60,0.40879559125213877
2025-10-27,40,60,0.40232394133927296
2025-10-28,40,60,0.22974850561593296
2025-10-29,40,60,0.19878047696500062
2025-10-30,40,60,0.8585417430333807
2025-10-31,40,60,0.6550897139944203
2025-11-03,40,60,0.5403227839050376
2025-11-04,40,60,1.189815627074616
2025-11-05,40,60,0.9859496648558809
2025-11-06,40,60,1.5303885172245857
2025-11-07,40,60,1.5303885172245857
2025-11-10,40,60,1.5303885172245857
2025-11-11,40,60,1.5303885172245857
2025-11-12,40,60,1.5303885172245857
2025-11-13,40,60,1.5303885172245857
2025-11-14,40,60,1.5303885172245857
2025-11-17,40,60,1.5303885172245857
2025-11-18,40,60,1.5303885172245857
2025-11-19,40,60,1.5303885172245857
2025-11-20,40,60,1.5248560457816096
2025-11-21,40,60,2.0080020104347955
2025-11-24,40,60,2.6208025650751106
2025-11-25,40,60,2.6208025650751106
2025-11-26,40,60,2.6208025650751106
2025-11-28,40,60,2.6208025650751106
2025-12-01,40,60,2.6208025650751106
2025-12-02,40,60,2.6208025650751106
2025-12-03,40,60,2.6208025650751106
2025-12-04,40,60,2.6208025650751106
2025-12-05,40,60,2.625946195897512
2025-12-08,40,60,2.6088525882691176
2025-12-09,40,60,2.9081103828507455
2025-12-10,40,60,2.837877142991164
2025-12-11,40,60,2.774431451427139
2025-12-12,40,60,3.0391317248963308
2025-12-15,40,60,3.1590130052694114
2025-12-16,40,60,3.436050661923995
2025-12-17,40,60,3.1729512060283045
2025-12-18,40,60,3.0112422195440374
2025-12-19,40,60,2.782549781109017
2025-12-22,40,60,3.1265994293692376
2025-12-23,40,60,3.290587895220872
2025-12-24,40,60,3.5177017171788325
2025-12-26,40,60,3.7252634985661333
2025-12-29,40,60,3.792769243743783
2025-12-30,40,60,3.7919193009267262
2025-10-27,80,10,-5.291502622129181
2025-10-28,80,10,-5.5099079079606215
2025-10-29,80,10,-6.499709014943475
2025-10-30,80,10,3.524306063243537
2025-10-31,80,10,1.9220387851464287
2025-11-03,80,10,1.0978906960723227
2025-11-04,80,10,4.48287557580394
2025-11-05,80,10,3.280551811626372
2025-11-06,80,10,5.723507663277363
2025-11-07,80,10,5.425732651638646
2025-11-10,80,10,1.028971626848396
2025-11-11,80,10,1.1029513843432124
2025-11-12,80,10,1.087837886824192
2025-11-13,80,10,1.9799029920638578
2025-11-14,80,10,2.6256084932476633
2025-11-17,80,10,4.5194829238910135
2025-11-18,80,10,2.585236744285301
2025-11-19,80,10,3.2868031485399114
2025-11-20,80,10,1.3334922276110153
2025-11-21,80,10,1.5372463345316192
2025-11-24,80,10,6.569008555441256
2025-11-25,80,10,7.415940899179407
2025-11-26,80,10,7.619159327634207
2025-11-28,80,10,5.39526841886709
2025-12-01,80,10,5.291502622129178
2025-10-27,80,20,-3.641861872001304
2025-10-28,80,20,-3.7837985960285963
2025-10-29,80,20,-4.414687464027413
2025-10-30,80,20,2.461909320125554
2025-10-31,80,20,1.3541329391143966
2025-11-03,80,20,0.7753992893075237
2025-11-04,80,20,3.1085042178204243
2025-11-05,80,20,2.2953236067271554
2025-11-06,80,20,3.921688165139066
2025-11-07,80,20,3.7292066666533565
2025-11-10,80,20,0.7129079200261687
2025-11-11,80,20,0.39313995368917454
2025-11-12,80,20,0.316126449399799
2025-11-13,80,20,2.2124536021425305
2025-11-14,80,20,2.231974962373602
2025-11-17,80,20,3.2036556788537744
2025-11-18,80,20,3.2036556788537744
2025-11-19,80,20,3.2036556788537744
2025-11-20,80,20,3.2036556788537744
2025-11-21,80,20,3.2036556788537744
2025-11-24,80,20,3.2154718754447633
2025-11-25,80,20,3.5436988403190917
2025-11-26,80,20,3.601808013199567
2025-11-28,80,20,2.465309571714707
2025-12-01,80,20,2.8898244155998016
2025-12-02,80,20,3.132903559861761
2025-12-03,80,20,1.8160370265254566
2025-12-04,80,20,2.29960581709859
2025-12-05,80,20,0.9412623883867508
2025-12-08,80,20,1.0844579086459367
2025-12-09,80,20,4.4580624980548755
2025-12-10,80,20,4.979229117589617
2025-12-11,80,20,5.1017507365958705
2025-12-12,80,20,3.709414380577228
2025-12-15,80,20,3.641861872001302
2025-10-27,80,60,-2.066684891481516
2025-10-28,80,60,-2.144344940879961
2025-10-29,80,60,-2.485549544188603
2025-10-30,80,60,1.4101237337203376
2025-10-31,80,60,0.7799196125425041
2025-11-03,80,60,0.4473213766949368
2025-11-04,80,60,1.7721875053433032
2025-11-05,80,60,1.3160658695991991
2025-11-06,80,60,2.219485907941027
2025-11-07,80,60,2.114512339842195
2025-11-10,80,60,0.4113211526880579
2025-11-11,80,60,0.22693306792145224
2025-11-12,80,60,0.1824915686222351
2025-11-13,80,60,1.2691694934047755
2025-11-14,80,60,1.2802228453486946
2025-11-17,80,60,1.825021030883705
2025-11-18,80,60,1.825021030883705
2025-11-19,80,60,1.825021030883705
2025-11-20,80,60,1.825021030883705
2025-11-21,80,60,1.825021030883705
2025-11-24,80,60,1.825021030883705
2025-11-25,80,60,1.825021030883705
2025-11-26,80,60,1.825021030883705
2025-11-28,80,60,1.825021030883705
2025-12-01,80,60,1.825021030883705
2025-12-02,80,60,1.825021030883705
2025-12-03,80,60,1.825021030883705
2025-12-04,80,60,1.825021030883705
2025-12-05,80,60,1.825021030883705
2025-12-08,80,60,1.825021030883705
2025-12-09,80,60,1.825021030883705
2025-12-10,80,60,1.825021030883705
2025-12-11,80,60,1.825021030883705
2025-12-12,80,60,1.825021030883705
2025-12-15,80,60,1.825021030883705
2025-12-16,80,60,1.825021030883705
2025-12-17,80,60,1.825021030883705
2025-12-18,80,60,1.825021030883705
2025-12-19,80,60,1.825021030883705
2025-12-22,80,60,1.825021030883705
2025-12-23,80,60,1.825021030883705
2025-12-24,80,60,1.825021030883705
2025-12-26,80,60,1.825021030883705
2025-12-29,80,60,1.825021030883705
2025-12-30,80,60,1.825021030883705
